ジャンル,ページ数,追番,コマ番号,介援隊コード,コマ数,,テキスト情報
食事関連,1,1,1,,1P（16コマ）,,
食事関連,2,1,1,,1P（16コマ）,,
食事関連,3,1,1,,1P（16コマ）,,
食事関連,4,1,1,,1/8 横（2コマ）,,
食事関連,4,2,2,食事説明1,1/8 横（2コマ）,,
食事関連,4,3,3,ユニバーサルデザインフード区分表,1/16（1コマ）,,
食事関連,4,4,4,非常食,1/16（1コマ）,,
食事関連,4,5,5,E1931,1/8 横（2コマ）,,
食事関連,4,6,6,E1932,1/4 横（4コマ）,,
食事関連,4,7,7,E1933,1/4 横（4コマ）,,
食事関連,5,1,1,,1/4 横（4コマ）,,
食事関連,5,2,2,E1954,1/4 横（4コマ）,,
食事関連,5,3,3,E1306,1/2 横（8コマ）,,
食事関連,6,1,1,E1943,1/4 横（4コマ）,,
食事関連,6,2,2,E1944,1/4 横（4コマ）,,
食事関連,6,3,3,E1945,1/4 横（4コマ）,,
食事関連,6,4,4,E1946,1/4 横（4コマ）,,
食事関連,7,1,1,E1953,1/2 横（8コマ）,,
食事関連,7,2,2,E1947,1/8 横（2コマ）,,
食事関連,7,3,3,E1829,1/16（1コマ）,,
食事関連,7,4,4,E1773,1/16（1コマ）,,
食事関連,7,5,5,E1633,1/8 横（2コマ）,,
食事関連,7,6,6,E1548,1/8 横（2コマ）,,
食事関連,8,1,1,E1898,1/8 横（2コマ）,,
食事関連,8,2,2,E1774,1/8 横（2コマ）,,
食事関連,8,3,3,E1722,1/8 横（2コマ）,,
食事関連,8,4,4,E1283,1/8 横（2コマ）,,
食事関連,8,5,5,E1532,1/16（1コマ）,,
食事関連,8,6,6,E1650,1/16（1コマ）,,
食事関連,8,7,7,E1341,1/16（1コマ）,,
食事関連,8,8,8,E1245,1/16（1コマ）,,
食事関連,8,9,9,E1700,1/16（1コマ）,,
食事関連,8,10,10,E1852,1/16（1コマ）,,
食事関連,8,11,11,E1775,1/16（1コマ）,,
食事関連,8,12,12,E1940,1/16（1コマ）,,
食事関連,9,1,1,E1895,1/16（1コマ）,,
食事関連,9,2,2,E1376,1/8 横（2コマ）,,
食事関連,9,3,3,E1141,1/16（1コマ）,,
食事関連,9,4,4,E1600,1/8 横（2コマ）,,
食事関連,9,5,5,E1727,1/8 横（2コマ）,,
食事関連,9,6,6,E1599,1/16（1コマ）,,
食事関連,9,7,7,E1897,1/16（1コマ）,,
食事関連,9,8,8,E1896,1/16（1コマ）,,
食事関連,9,9,9,E1886,1/16（1コマ）,,
食事関連,9,10,10,E1866,1/16（1コマ）,,
食事関連,9,11,11,E1893,1/16（1コマ）,,
食事関連,9,12,12,E0872,1/8 横（2コマ）,,
食事関連,10,1,1,E1379,1/16（1コマ）,,
食事関連,10,2,2,E1588,1/16（1コマ）,,
食事関連,10,3,3,E1894,1/8 横（2コマ）,,
食事関連,10,4,4,E1723,1/4 横（4コマ）,,
食事関連,10,5,5,E1939,1/16（1コマ）,,
食事関連,10,6,6,E1753,1/16（1コマ）,,
食事関連,10,7,7,E1853,1/16（1コマ）,,
食事関連,10,8,8,E1504,1/16（1コマ）,,
食事関連,10,9,9,E1701,1/8 横（2コマ）,,
食事関連,10,10,10,E1822,1/8 横（2コマ）,,
食事関連,11,1,1,E0703,1/8 横（2コマ）,,
食事関連,11,2,2,E1303,1/16（1コマ）,,
食事関連,11,3,3,E1891,1/16（1コマ）,,
食事関連,11,4,4,E1877,1/8 横（2コマ）,,
食事関連,11,5,5,E0614,1/8 横（2コマ）,,
食事関連,11,6,6,E0981,1/16（1コマ）,,
食事関連,11,7,7,E1362,1/16（1コマ）,,
食事関連,11,8,8,E1702,1/16（1コマ）,,
食事関連,11,9,9,E1110,1/16（1コマ）,,
食事関連,11,10,10,E1445,1/16（1コマ）,,
食事関連,11,11,11,E1145,1/16（1コマ）,,
食事関連,11,12,12,E1756,1/16（1コマ）,,
食事関連,11,13,13,E1755,1/16（1コマ）,,
食事関連,12,1,1,E1238,1/8 横（2コマ）,,
食事関連,12,2,2,E1830,1/16（1コマ）,,
食事関連,12,3,3,E1728,1/16（1コマ）,,
食事関連,12,4,4,E1223,1/8 横（2コマ）,,
食事関連,12,5,5,E1523,1/8 横（2コマ）,,
食事関連,12,6,6,E1228,1/16（1コマ）,,
食事関連,12,7,7,E1499,1/8 横（2コマ）,,
食事関連,12,8,8,E1948,1/16（1コマ）,,
食事関連,12,9,9,E1695,1/8 横（2コマ）,,
食事関連,12,10,10,E0710,1/8 横（2コマ）,,
食事関連,13,1,1,E1109,1/8 横（2コマ）,,
食事関連,13,2,2,E1759,1/8 横（2コマ）,,
食事関連,13,3,3,E1397,1/8 横（2コマ）,,
食事関連,13,4,4,E1658,1/8 横（2コマ）,,
食事関連,13,5,5,E1938,1/16（1コマ）,,
食事関連,13,6,6,E1146,1/16（1コマ）,,
食事関連,13,7,7,E1777,1/8 横（2コマ）,,
食事関連,13,8,8,E1231,1/16（1コマ）,,
食事関連,13,9,9,E1758,1/16（1コマ）,,
食事関連,13,10,10,E1729,1/16（1コマ）,,
食事関連,13,11,11,E1949,1/16（1コマ）,,
食事関連,14,1,1,E1757,1/16（1コマ）,,
食事関連,14,2,2,E0663,1/16（1コマ）,,
食事関連,14,3,3,E1878,1/16（1コマ）,,
食事関連,14,4,4,E1880,1/16（1コマ）,,
食事関連,14,5,5,E1824,1/16（1コマ）,,
食事関連,14,6,6,E1698,1/16（1コマ）,,
食事関連,14,7,7,E1937,1/16（1コマ）,,
食事関連,14,8,8,E1854,1/16（1コマ）,,
食事関連,14,9,9,E1731,1/16（1コマ）,,
食事関連,14,10,10,E1585,1/16（1コマ）,,
食事関連,14,11,11,E1506,1/16（1コマ）,,
食事関連,14,12,12,E1879,1/16（1コマ）,,
食事関連,14,13,13,E1682,1/16（1コマ）,,
食事関連,14,14,14,E1696,1/16（1コマ）,,
食事関連,14,15,15,E1737,1/16（1コマ）,,
食事関連,14,16,16,E1602,1/16（1コマ）,,
食事関連,15,1,1,E1252,1/16（1コマ）,,
食事関連,15,2,2,E1855,1/16（1コマ）,,
食事関連,15,3,3,E1805,1/16（1コマ）,,
食事関連,15,4,4,E1856,1/16（1コマ）,,
食事関連,15,5,5,E1859,1/4 横（4コマ）,,
食事関連,15,6,6,E1860,1/8 横（2コマ）,,
食事関連,15,7,7,E1847,1/8 横（2コマ）,,
食事関連,15,8,8,E1735,1/8 横（2コマ）,,
食事関連,15,9,9,E0752,1/16（1コマ）,,
食事関連,15,10,10,E1699,1/16（1コマ）,,
食事関連,16,1,1,E1857,1/16（1コマ）,,
食事関連,16,2,2,E1888,1/16（1コマ）,,
食事関連,16,3,3,E1864,1/8 横（2コマ）,,
食事関連,16,4,4,E1887,1/16（1コマ）,,
食事関連,16,5,5,E1447,1/16（1コマ）,,
食事関連,16,6,6,E1556,1/16（1コマ）,,
食事関連,16,7,7,E1337,1/16（1コマ）,,
食事関連,16,8,8,E1800,1/16（1コマ）,,
食事関連,16,9,9,E0618,1/16（1コマ）,,
食事関連,16,10,10,E0874,1/16（1コマ）,,
食事関連,16,11,11,E1426,1/16（1コマ）,,
食事関連,16,12,12,E1717,1/16（1コマ）,,
食事関連,16,13,13,E1858,1/16（1コマ）,,
食事関連,16,14,14,E1236,1/16（1コマ）,,
食事関連,16,15,15,E1724,1/16（1コマ）,,
食事関連,17,1,1,E1760,1/16（1コマ）,,
食事関連,17,2,2,E1736,1/16（1コマ）,,
食事関連,17,3,3,E1001,1/16（1コマ）,,
食事関連,17,4,4,E1516,1/16（1コマ）,,
食事関連,17,5,5,E1553,1/8 横（2コマ）,,
食事関連,17,6,6,E1361,1/16（1コマ）,,
食事関連,17,7,7,E1380,1/16（1コマ）,,
食事関連,17,8,8,E0831,1/16（1コマ）,,
食事関連,17,9,9,E0609,1/16（1コマ）,,
食事関連,17,10,10,E0608,1/16（1コマ）,,
食事関連,17,11,11,E0610,1/16（1コマ）,,
食事関連,17,12,12,E0611,1/16（1コマ）,,
食事関連,17,13,13,E1889,1/16（1コマ）,,
食事関連,17,14,14,E1802,1/16（1コマ）,,
食事関連,17,15,15,E1941,1/16（1コマ）,,
食事関連,18,1,1,とろみの強さと目安表示について,1/8 横（2コマ）,,
食事関連,18,2,2,E1076,1/8 横（2コマ）,,
食事関連,18,3,3,E0524,1/4 横（4コマ）,,
食事関連,18,4,4,E1232,1/8 横（2コマ）,,
食事関連,18,5,5,E1660,1/8 横（2コマ）,,
食事関連,18,6,6,E0766,1/8 横（2コマ）,,
食事関連,18,7,7,E0868,1/8 横（2コマ）,,
食事関連,19,1,1,E1254,1/8 横（2コマ）,,
食事関連,19,2,2,E0867,1/16（1コマ）,,
食事関連,19,3,3,E1801,1/16（1コマ）,,
食事関連,19,4,4,E1390,1/16（1コマ）,,
食事関連,19,5,5,E1389,1/16（1コマ）,,
食事関連,19,6,6,E1385,1/16（1コマ）,,
食事関連,19,7,7,E1738,1/16（1コマ）,,
食事関連,19,8,8,E1950,1/8 横（2コマ）,,
食事関連,19,9,9,E1951,1/16（1コマ）,,
食事関連,19,10,10,E1942,1/16（1コマ）,,
食事関連,19,11,11,E1212,1/16（1コマ）,,
食事関連,19,12,12,E1952,1/16（1コマ）,,
食事関連,19,13,13,E1703,1/16（1コマ）,,
食事関連,19,14,14,E1831,1/16（1コマ）,,
食事関連,20,1,1,E0267,1/16（1コマ）,,
食事関連,20,2,2,E1219,1/16（1コマ）,,
食事関連,20,3,3,E1586,1/16（1コマ）,,
食事関連,20,4,4,E1587,1/16（1コマ）,,
食事関連,20,5,5,E1685,1/16（1コマ）,,
食事関連,20,6,6,E0440,1/16（1コマ）,,
食事関連,20,7,7,E1713,1/16（1コマ）,,
食事関連,20,8,8,E1199,1/16（1コマ）,,
食事関連,20,9,9,E0263,1/16（1コマ）,,
食事関連,20,10,10,E0165,1/16（1コマ）,,
食事関連,20,11,11,E0360,1/8 横（2コマ）,,
食事関連,20,12,12,E0164,1/4 横（4コマ）,,
食事関連,21,1,1,E1689,1/16（1コマ）,,
食事関連,21,2,2,E0321,1/16（1コマ）,,
食事関連,21,3,3,E1709,1/16（1コマ）,,
食事関連,21,4,4,E1416,1/16（1コマ）,,
食事関連,21,5,5,E1395,3/16 横（3コマ）,,
食事関連,21,6,6,E1662,1/16（1コマ）,,
食事関連,21,7,7,E1665,3/16 横（3コマ）,,
食事関連,21,8,8,E1661,1/16（1コマ）,,
食事関連,21,9,9,E1558,1/8 横（2コマ）,,
食事関連,21,10,10,E0998,1/8 横（2コマ）,,
食事関連,22,1,1,E0016,1/8 横（2コマ）,,
食事関連,22,2,2,E0017,1/8 横（2コマ）,,
食事関連,22,3,3,E0011,1/16（1コマ）,,
食事関連,22,4,4,E1482,1/16（1コマ）,,
食事関連,22,5,5,E0320,1/16（1コマ）,,
食事関連,22,6,6,E0269,1/16（1コマ）,,
食事関連,22,7,7,E0028,1/8 横（2コマ）,,
食事関連,22,8,8,E1679,1/16（1コマ）,,
食事関連,22,9,9,E1903,1/16（1コマ）,,
食事関連,22,10,10,E1398,1/8 横（2コマ）,,
食事関連,22,11,11,E0030,1/16（1コマ）,,
食事関連,22,12,12,E1328,1/16（1コマ）,,
食事関連,23,1,1,E1218,3/16 横（3コマ）,,
食事関連,23,2,2,E1691,1/16（1コマ）,,
食事関連,23,3,3,E1561,1/8 横（2コマ）,,
食事関連,23,4,4,E0029,1/8 横（2コマ）,,
食事関連,23,5,5,E1589,3/16 横（3コマ）,,
食事関連,23,6,6,E1327,1/16（1コマ）,,
食事関連,23,7,7,E1819,1/16（1コマ）,,
食事関連,23,8,8,E0322,1/16（1コマ）,,
食事関連,23,9,9,E1904,1/8 横（2コマ）,,
食事関連,24,1,1,E0860,1/16（1コマ）,,
食事関連,24,2,2,E0325,1/16（1コマ）,,
食事関連,24,3,3,E1905,1/16（1コマ）,,
食事関連,24,4,4,E1906,1/16（1コマ）,,
食事関連,24,5,5,E0026,1/16（1コマ）,,
食事関連,24,6,6,E0277,1/16（1コマ）,,
食事関連,24,7,7,E1613,1/16（1コマ）,,
食事関連,24,8,8,E0890,1/16（1コマ）,,
食事関連,24,9,9,E1563,1/16（1コマ）,,
食事関連,24,10,10,E0041,1/16（1コマ）,,
食事関連,24,11,11,E1401,1/16（1コマ）,,
食事関連,24,12,12,E1165,1/16（1コマ）,,
食事関連,24,13,13,E0170,1/16（1コマ）,,
食事関連,24,14,14,E1510,1/16（1コマ）,,
食事関連,24,15,15,E0487,1/16（1コマ）,,
食事関連,24,16,16,E1614,1/16（1コマ）,,
食事関連,25,1,1,E0070,1/16（1コマ）,,
食事関連,25,2,2,E0153,1/16（1コマ）,,
食事関連,25,3,3,E1484,1/16（1コマ）,,
食事関連,25,4,4,E0357,1/16（1コマ）,,
食事関連,25,5,5,E0266,1/16（1コマ）,,
食事関連,25,6,6,E0265,1/16（1コマ）,,
食事関連,25,7,7,E0528,1/16（1コマ）,,
食事関連,25,8,8,E0327,1/16（1コマ）,,
食事関連,25,9,9,E0074,1/16（1コマ）,,
食事関連,25,10,10,E1719,1/16（1コマ）,,
食事関連,25,11,11,E1690,1/16（1コマ）,,
食事関連,25,12,12,E1907,1/16（1コマ）,,
食事関連,25,13,13,E0894,1/16（1コマ）,,
食事関連,25,14,14,E0077,1/16（1コマ）,,
食事関連,25,15,15,E0078,1/16（1コマ）,,
食事関連,25,16,16,E1740,1/16（1コマ）,,
食事関連,26,1,1,E1580,1/16（1コマ）,,
食事関連,26,2,2,E0098,1/16（1コマ）,,
食事関連,26,3,3,E1172,1/16（1コマ）,,
食事関連,26,4,4,E1405,1/16（1コマ）,,
食事関連,26,5,5,E1564,1/16（1コマ）,,
食事関連,26,6,6,E0446,1/16（1コマ）,,
食事関連,26,7,7,E1885,1/16（1コマ）,,
食事関連,26,8,8,E1832,1/16（1コマ）,,
食事関連,26,9,9,E1840,1/16（1コマ）,,
食事関連,26,10,10,E1739,1/16（1コマ）,,
食事関連,26,11,11,E1908,1/16（1コマ）,,
食事関連,26,12,12,E1911,1/16（1コマ）,,
食事関連,26,13,13,E1912,1/16（1コマ）,,
食事関連,26,14,14,E0332,1/16（1コマ）,,
食事関連,26,15,15,E0333,1/16（1コマ）,,
食事関連,26,16,16,E1706,1/16（1コマ）,,
食事関連,27,1,1,E1913,1/16（1コマ）,,
食事関連,27,2,2,E1124,1/16（1コマ）,,
食事関連,27,3,3,E1017,1/16（1コマ）,,
食事関連,27,4,4,E0361,1/16（1コマ）,,
食事関連,27,5,5,E1019,1/16（1コマ）,,
食事関連,27,6,6,E1018,1/16（1コマ）,,
食事関連,27,7,7,E1213,1/16（1コマ）,,
食事関連,27,8,8,E1214,1/16（1コマ）,,
食事関連,27,9,9,E0129,1/16（1コマ）,,
食事関連,27,10,10,E0785,1/16（1コマ）,,
食事関連,27,11,11,E1914,1/16（1コマ）,,
食事関連,27,12,12,E1429,1/16（1コマ）,,
食事関連,27,13,13,E0994,1/16（1コマ）,,
食事関連,27,14,14,E0797,1/16（1コマ）,,
食事関連,27,15,15,E0465,1/16（1コマ）,,
食事関連,27,16,16,E0799,1/16（1コマ）,,
食事関連,28,1,1,E0340,1/16（1コマ）,,
食事関連,28,2,2,E1298,1/16（1コマ）,,
食事関連,28,3,3,E1185,1/16（1コマ）,,
食事関連,28,4,4,E1469,1/16（1コマ）,,
食事関連,28,5,5,E0525,1/8 横（2コマ）,,
食事関連,28,6,6,E0798,1/16（1コマ）,,
食事関連,28,7,7,E1620,1/16（1コマ）,,
食事関連,28,8,8,E1621,1/16（1コマ）,,
食事関連,28,9,9,E1186,1/16（1コマ）,,
食事関連,28,10,10,E1669,1/16（1コマ）,,
食事関連,28,11,11,E1915,1/16（1コマ）,,
食事関連,28,12,12,E1763,1/16（1コマ）,,
食事関連,28,13,13,E0124,1/16（1コマ）,,
食事関連,28,14,14,E1515,1/16（1コマ）,,
食事関連,28,15,15,E0993,1/16（1コマ）,,
食事関連,29,1,1,E0496,1/16（1コマ）,,
食事関連,29,2,2,E0231,1/16（1コマ）,,
食事関連,29,3,3,E1419,1/16（1コマ）,,
食事関連,29,4,4,E1705,1/16（1コマ）,,
食事関連,29,5,5,E1743,1/16（1コマ）,,
食事関連,29,6,6,E1632,1/16（1コマ）,,
食事関連,29,7,7,E0527,1/16（1コマ）,,
食事関連,29,8,8,E1221,1/16（1コマ）,,
食事関連,29,9,9,E1465,1/16（1コマ）,,
食事関連,29,10,10,E1420,1/16（1コマ）,,
食事関連,29,11,11,E0526,1/16（1コマ）,,
食事関連,29,12,12,E1707,1/16（1コマ）,,
食事関連,29,13,13,E1575,1/16（1コマ）,,
食事関連,29,14,14,E1623,1/16（1コマ）,,
食事関連,29,15,15,E0190,1/16（1コマ）,,
食事関連,29,16,16,E0455,1/16（1コマ）,,
食事関連,30,1,1,E1467,1/16（1コマ）,,
食事関連,30,2,2,E1809,1/16（1コマ）,,
食事関連,30,3,3,E1916,1/16（1コマ）,,
食事関連,30,4,4,E1220,1/16（1コマ）,,
食事関連,30,5,5,E1917,1/16（1コマ）,,
食事関連,30,6,6,E1918,1/16（1コマ）,,
食事関連,30,7,7,E1421,1/16（1コマ）,,
食事関連,30,8,8,E1021,1/16（1コマ）,,
食事関連,30,9,9,E1119,1/8 横（2コマ）,,
食事関連,30,10,10,E1176,1/16（1コマ）,,
食事関連,30,11,11,E1179,1/16（1コマ）,,
食事関連,30,12,12,E1222,1/16（1コマ）,,
食事関連,30,13,13,E1423,1/16（1コマ）,,
食事関連,30,14,14,E1919,1/16（1コマ）,,
食事関連,30,15,15,E1920,1/16（1コマ）,,
食事関連,31,1,1,E0462,1/8 横（2コマ）,,
食事関連,31,2,2,E1181,1/16（1コマ）,,
食事関連,31,3,3,E1921,1/16（1コマ）,,
食事関連,31,4,4,E0987,1/4 横（4コマ）,,
食事関連,31,5,5,E0988,1/16（1コマ）,,
食事関連,31,6,6,E0991,1/16（1コマ）,,
食事関連,31,7,7,E1673,1/16（1コマ）,,
食事関連,31,8,8,E0989,1/16（1コマ）,,
食事関連,31,9,9,E1183,1/16（1コマ）,,
食事関連,31,10,10,E1424,1/16（1コマ）,,
食事関連,31,11,11,E0800,1/16（1コマ）,,
食事関連,31,12,12,E1922,1/16（1コマ）,,
食事関連,32,1,1,E1318,1/8 横（2コマ）,,
食事関連,32,2,2,E1194,1/16（1コマ）,,
食事関連,32,3,3,E0901,1/16（1コマ）,,
食事関連,32,4,4,E1711,1/16（1コマ）,,
食事関連,32,5,5,E0087,1/16（1コマ）,,
食事関連,32,6,6,E1881,1/16（1コマ）,,
食事関連,32,7,7,E0411,1/16（1コマ）,,
食事関連,32,8,8,E0986,1/16（1コマ）,,
食事関連,32,9,9,E1810,1/16（1コマ）,,
食事関連,32,10,10,E0130,1/16（1コマ）,,
食事関連,32,11,11,E0384,1/16（1コマ）,,
食事関連,32,12,12,E0336,1/16（1コマ）,,
食事関連,32,13,13,E0898,1/16（1コマ）,,
食事関連,32,14,14,E1472,1/16（1コマ）,,
食事関連,32,15,15,E1471,1/16（1コマ）,,
食事関連,33,1,1,E1569,1/8 横（2コマ）,,
食事関連,33,2,2,E0985,1/8 横（2コマ）,,
食事関連,33,3,3,E1631,1/8 横（2コマ）,,
食事関連,33,4,4,E0907,1/8 横（2コマ）,,
食事関連,33,5,5,E0195,1/8 横（2コマ）,,
食事関連,33,6,6,E0904,1/8 横（2コマ）,,
食事関連,33,7,7,E1477,1/8 横（2コマ）,,
食事関連,33,8,8,E0290,1/8 横（2コマ）,,
食事関連,34,1,1,E1683,1/8 横（2コマ）,,
食事関連,34,2,2,E0235,1/8 横（2コマ）,,
食事関連,34,3,3,E1704,1/8 横（2コマ）,,
食事関連,34,4,4,E1692,1/8 横（2コマ）,,
食事関連,34,5,5,E1923,1/8 横（2コマ）,,
食事関連,34,6,6,E0234,1/16（1コマ）,,
食事関連,34,7,7,E0234,1/16（1コマ）,,
食事関連,34,8,8,E1892,1/16（1コマ）,,
食事関連,34,9,9,E0788,1/16（1コマ）,,
食事関連,34,10,10,E1517,1/16（1コマ）,,
食事関連,34,11,11,E1817,1/16（1コマ）,,
食事関連,35,1,1,E1197,1/16（1コマ）,,
食事関連,35,2,2,E1316,1/16（1コマ）,,
食事関連,35,3,3,E1571,1/16（1コマ）,,
食事関連,35,4,4,E0789,1/16（1コマ）,,
食事関連,35,5,5,E0233,1/8 横（2コマ）,,
食事関連,35,6,6,E1478,1/16（1コマ）,,
食事関連,35,7,7,E1434,1/16（1コマ）,,
食事関連,35,8,8,E0056,1/16（1コマ）,,
食事関連,35,9,9,E1693,1/16（1コマ）,,
食事関連,35,10,10,E1570,1/16（1コマ）,,
食事関連,35,11,11,E1626,1/16（1コマ）,,
食事関連,35,12,12,E1473,1/16（1コマ）,,
食事関連,35,13,13,E0905,1/16（1コマ）,,
食事関連,35,14,14,E1861,1/16（1コマ）,,
食事関連,35,15,15,E1721,1/16（1コマ）,,
食事関連,36,1,1,E1862,1/8 横（2コマ）,,
食事関連,36,2,2,E1572,1/8 横（2コマ）,,
食事関連,36,3,3,E0504,1/16（1コマ）,,
食事関連,36,4,4,E1720,1/16（1コマ）,,
食事関連,36,5,5,E1833,1/16（1コマ）,,
食事関連,36,6,6,E1811,1/16（1コマ）,,
食事関連,36,7,7,E1818,1/16（1コマ）,,
食事関連,36,8,8,E1578,1/16（1コマ）,,
食事関連,36,9,9,E1414,1/16（1コマ）,,
食事関連,36,10,10,E0503,1/16（1コマ）,,
食事関連,36,11,11,E1573,1/16（1コマ）,,
食事関連,36,12,12,E1924,1/16（1コマ）,,
食事関連,36,13,13,E1480,1/16（1コマ）,,
食事関連,36,14,14,E1925,1/16（1コマ）,,
入浴関連,37,1,1,入浴説明,1/8 横（2コマ）,,
入浴関連,37,2,2,入浴タイトル,1/8 横（2コマ）,,
入浴関連,37,3,3,S1162,1/4 横（4コマ）,,
入浴関連,37,4,4,S1163,1/4 横（4コマ）,,
入浴関連,37,5,5,S0793,1/8 横（2コマ）,,
入浴関連,37,6,6,S0794,1/8 横（2コマ）,,
入浴関連,38,1,1,S0795,1/8 横（2コマ）,,
入浴関連,38,2,2,S0001,1/8 横（2コマ）,,
入浴関連,38,3,3,S0980,1/8 横（2コマ）,,
入浴関連,38,4,4,S0982,1/16（1コマ）,,
入浴関連,38,5,5,S1024,1/16（1コマ）,,
入浴関連,38,6,6,S0988,1/16（1コマ）,,
入浴関連,38,7,7,S0987,1/16（1コマ）,,
入浴関連,38,8,8,S0502,1/16（1コマ）,,
入浴関連,38,9,9,S0832,1/16（1コマ）,,
入浴関連,38,10,10,S0251,1/8 横（2コマ）,,
入浴関連,38,11,11,S0931,1/8 横（2コマ）,,
入浴関連,39,1,1,S1150,1/8 横（2コマ）,,
入浴関連,39,2,2,S0192,1/16（1コマ）,,
入浴関連,39,3,3,S1124,1/16（1コマ）,,
入浴関連,39,4,4,S1151,1/16（1コマ）,,
入浴関連,39,5,5,S0560,1/16（1コマ）,,
入浴関連,39,6,6,S0660,1/16（1コマ）,,
入浴関連,39,7,7,S0197,1/16（1コマ）,,
入浴関連,39,8,8,S0734,1/16（1コマ）,,
入浴関連,39,9,9,S1019,1/16（1コマ）,,
入浴関連,39,10,10,S0377,1/16（1コマ）,,
入浴関連,39,11,11,S1094,1/16（1コマ）,,
入浴関連,39,12,12,S1175,1/8 横（2コマ）,,
入浴関連,39,13,13,S1060,1/8 横（2コマ）,,
入浴関連,40,1,1,S1160,1P（16コマ）,,
入浴関連,41,1,1,S0814,1/16（1コマ）,,
入浴関連,41,2,2,S0815,1/16（1コマ）,,
入浴関連,41,3,3,S0816,1/16（1コマ）,,
入浴関連,41,4,4,S0817,1/16（1コマ）,,
入浴関連,41,5,5,S0818,1/16（1コマ）,,
入浴関連,41,6,6,S0819,1/16（1コマ）,,
入浴関連,41,7,7,S0820,1/16（1コマ）,,
入浴関連,41,8,8,S0821,1/16（1コマ）,,
入浴関連,41,9,9,S0821-2,1/16（1コマ）,,
入浴関連,41,10,10,S0822,1/16（1コマ）,,
入浴関連,41,11,11,S0822,1/16（1コマ）,,
入浴関連,41,12,12,S0823,1/16（1コマ）,,
入浴関連,41,13,13,S0824,1/16（1コマ）,,
入浴関連,41,14,14,S0825,1/16（1コマ）,,
入浴関連,41,15,15,S0825-2,1/16（1コマ）,,
入浴関連,41,16,16,S0831,1/16（1コマ）,,
入浴関連,42,1,1,S1174,1/8 横（2コマ）,,
入浴関連,42,2,2,S0883,1/16（1コマ）,,
入浴関連,42,3,3,S1059,1/16（1コマ）,,
入浴関連,42,4,4,S0716,1/16（1コマ）,,
入浴関連,42,5,5,S0551,1/16（1コマ）,,
入浴関連,42,6,6,S1095,1/16（1コマ）,,
入浴関連,42,7,7,S1149,1/16（1コマ）,,
入浴関連,42,8,8,S0224,3/16 横（3コマ）,,
入浴関連,42,9,9,S0462,1/16（1コマ）,,
入浴関連,42,10,10,S0113,1/8 横（2コマ）,,
入浴関連,42,11,11,S0220,1/16（1コマ）,,
入浴関連,42,12,12,S0992,1/16（1コマ）,,
入浴関連,43,1,1,S0339,1/16（1コマ）,,
入浴関連,43,2,2,S0340,1/16（1コマ）,,
入浴関連,43,3,3,S0341,1/16（1コマ）,,
入浴関連,43,4,4,S0342,1/16（1コマ）,,
入浴関連,43,5,5,S0673,1/16（1コマ）,,
入浴関連,43,6,6,S0696,1/16（1コマ）,,
入浴関連,43,7,7,S0338,1/16（1コマ）,,
入浴関連,43,8,8,S0338-2,1/16（1コマ）,,
入浴関連,43,9,9,S0983,1/4 横（4コマ）,,
入浴関連,43,10,10,S1027,1/8 横（2コマ）,,
入浴関連,43,11,11,S0935,1/16（1コマ）,,
入浴関連,43,12,12,S0936,1/16（1コマ）,,
入浴関連,44,1,1,S1052,1/4（4コマ）,,
入浴関連,44,2,2,S1065,1/4（4コマ）,,
入浴関連,44,3,3,S0835,1/2 横（8コマ）,,
入浴関連,45,1,1,S0932,1/8 横（2コマ）,,
入浴関連,45,2,2,S0648,1/16（1コマ）,,
入浴関連,45,3,3,S0649,1/16（1コマ）,,
入浴関連,45,4,4,S0671,1/16（1コマ）,,
入浴関連,45,5,5,S0295,1/16（1コマ）,,
入浴関連,45,6,6,S0432,1/16（1コマ）,,
入浴関連,45,7,7,S0909,1/16（1コマ）,,
入浴関連,45,8,8,S0843,1/8 横（2コマ）,,
入浴関連,45,9,9,S0840,1/16（1コマ）,,
入浴関連,45,10,10,S0841,1/16（1コマ）,,
入浴関連,45,11,11,S1037,1/8 横（2コマ）,,
入浴関連,45,12,12,S0522,1/16（1コマ）,,
入浴関連,45,13,13,S0993,1/16（1コマ）,,
入浴関連,46,1,1,S0912,1/16（1コマ）,,
入浴関連,46,2,2,S0099,1/16（1コマ）,,
入浴関連,46,3,3,S0844,1/8 横（2コマ）,,
入浴関連,46,4,4,S0702,1/16（1コマ）,,
入浴関連,46,5,5,S0100,1/16（1コマ）,,
入浴関連,46,6,6,S0457,1/16（1コマ）,,
入浴関連,46,7,7,S0394,1/16（1コマ）,,
入浴関連,46,8,8,S0952,1/16（1コマ）,,
入浴関連,46,9,9,S0507,1/8 横（2コマ）,,
入浴関連,46,10,10,S0505,1/16（1コマ）,,
入浴関連,46,11,11,S0504,1/16（1コマ）,,
入浴関連,46,12,12,S1126,1/8 横（2コマ）,,
入浴関連,46,13,13,S1093,1/16（1コマ）,,
入浴関連,47,1,1,S0650,1/8 横（2コマ）,,
入浴関連,47,2,2,S0128,1/8 横（2コマ）,,
入浴関連,47,3,3,B0327,1/8 横（2コマ）,,
入浴関連,47,4,4,S0959,1/16（1コマ）,,
入浴関連,47,5,5,S0147,1/16（1コマ）,,
入浴関連,47,6,6,O1063,1/16（1コマ）,,
入浴関連,47,7,7,S0884,1/8 横（2コマ）,,
